text,actual_label,predicted_label
"coimbatore fun cinemas mall la a1 padathukku ponen...canteen la popcorn 270,300,coke 200rs nu vilai yethi vachirukeenga.verum popcorn ku 300 rs kodukira loosu koothi nu nenachuteenga pola..familya cinemavukke kootitu varamudiyatha situation ah adhu maripochu...naama kashta pattu sambarikira panatha ivanga nammala mathika matranga...tamilrockers mattum illama iruntha ticket prize 300 pannirupanga...namma hometheatre vangi ungala padangala parkirathuthan best..tamilrockers and tamil talkies blue sattai avargalukku nandri...",Offensive_Targeted_Insult_Group,Not_offensive
Iths Comment polling stop pannuga daaa...!,Offensive_Untargetede,Not_offensive
In the Talab polygon Dabang Nagar Pune,not-Tamil,Not_offensive
Epudi da oru ANJAN oru AYAN oru NJK. mari irukumo,Offensive_Targeted_Insult_Group,Not_offensive
AFTER TRENDING PETTA MORE VIEWS THAN VIS VASAM THALAVAR BACK ON FIRE,Offensive_Targeted_Insult_Individual,Not_offensive
"ஜாதி வெறி பிடிச்ச நாய்ங்களா., இப்படம் நாசமா போக வாழ்த்துக்கள்...",Offensive_Targeted_Insult_Group,Not_offensive
"Theatre owner kalukku Rajinidheepanin yecharikai, padathil Rajiniyin katchikal neekavillai yendral enkalukku theriyathu screen kilikka padum",Offensive_Untargetede,Not_offensive
Trailer merala aticithookuthu ellar vayil veralavaikuthu,Offensive_Untargetede,Not_offensive
aiyayooo ithu adutha jillaaa pola... usar aiyyaa usaaru..,Offensive_Targeted_Insult_Group,Not_offensive
நான் அரசியலுக்கு வருவது உறுதி... அட சண்டாளா 20 வருசமா ஏமாதிட்டு இருந்துருக்கான் பாரேன்...,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
Ha ha padam full aah ve Wig dhaan pola #WigPathy #Pandaram,Offensive_Targeted_Insult_Individual,Not_offensive
Pavadai kalin kaikuli vijay padatai indukal nangal parka kudathu,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Gotha epo dhan da bigil trailer viduvinga,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Idha vida Rajiniya Troll panna mudiyave mudiyadhu da saamy,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Intha padam onnum antha alavuku weight aana subject illa,Offensive_Untargetede,Not_offensive
Antha 2.5 k dislikes Rajini kannis thana...enjoy,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Omala inuma daaa jaaathi kooothi nu pesitu irukeenga 🤦‍21st century la irukeenga daa daaaiiiii 🤦‍🤦‍,Offensive_Targeted_Insult_Group,Offensive_Untargetede
16K dislikes Well Done You fucking Vijay fans,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
இதுல கூட ரஜினி அரசியலுக்கு வரனு சொல்லி கதை விடுவதை வெச்சி செஞ்சிடாங்க,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
Dai enada Ilayaraja music oduma vilankelada,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Maranam maasu maranam... Toughuu taranumm... Athukku avanthan porandhu varanum...,Offensive_Untargetede,Not_offensive
Onakku ithellam set agala.. Thambi siva..,Offensive_Targeted_Insult_Individual,Not_offensive
first vijay kooda surya compare panniega da surya chinna payan vijay mass,Offensive_Targeted_Insult_Individual,Not_offensive
SE/ST Naiku oru nalla Padam irukum,Offensive_Targeted_Insult_Group,Not_offensive
Ennada panni vechirukke editor appadiye kadha full a sollivechirekke,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Luks lik SAW hollywood movie for sure,Offensive_Targeted_Insult_Group,Not_offensive
Are u a virgin girls??? Kani kazhiyama irukingala???,Offensive_Untargetede,Not_offensive
Ore jathikulle jathi parthu vantha athukku peru arippu jathi parthu love panni kalyanam panavanga kathal kathele kidaiyathu so ungalukkum vibacharikum entha vitiyasamum kidaiyathu,Offensive_Targeted_Insult_Group,Not_offensive
Remake pe remake pe remake aakhir kitne remake tollywood,Not_offensive,not-Tamil
Logesh kanagaraj masss thalapathy 64 ku waiting g,Offensive_Targeted_Insult_Individual,Not_offensive
Kaapan movie ha idhu clash Pani irundha kilinchu irukum asith pundai 🤣🤣🤣🤣🤣🤣🤣🤣🤣,Offensive_Untargetede,Offensive_Targeted_Insult_Group
Thalaivaraaa insult pannurathu remba remba thappu,Offensive_Targeted_Insult_Group,Not_offensive
அட ஜாதி வெறி பிடிச்சவங்கலா எதன பேர் டா ஜாதி சர்பா வாழ்த்து சொல்லுவிங்க நீங்க எல்லா திருந்தவே மாட்டிங்க,Offensive_Targeted_Insult_Group,Not_offensive
Bruce Wayne: Enna simran idhellaam,Offensive_Untargetede,Not_offensive
ஏய்... இது 96 சு.. யார ஏமாத்த பாக்குறீங்க.? என்னடா ஒரு சூப்பர் ஸ்டார் னு கூட பாக்காம பொசுக்கு னு கலாச்சுட்டீங்க..,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
Filem malaysia selamat hari lahir abah,not-Tamil,Not_offensive
vijay sethupathi nu oru nala actor irundhan ana avanum ipo poramboka maritan,Offensive_Targeted_Insult_Individual,Not_offensive
ரஜினி வச்சு செஞ்சுடீங்க படத்தில் காமெடி கேரண்டி,Not_offensive,Offensive_Targeted_Insult_Individual
Etha trailer ena koora nu dislike panriga,Offensive_Targeted_Insult_Group,Offensive_Untargetede
selvaragavan da...13k dislikers um thooku maatitu savungada,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
சசிக்குமார மட்டும் எப்போ பார்த்தாலும் automatic-ah அண்ணேனு கூப்புட தோணுது,Not_offensive,Offensive_Targeted_Insult_Group
Vanguraa kasukuu enna velai seiyanumoo atha senjaa pothum,Not_offensive,Offensive_Untargetede
Idhukum 5.9 K dislikes ahh.. viswaasamaana fans pottadhu pola irukey,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
இன்று வந்தவர்கள் பல இங்க எவனும் இல்ல எங்க #தல'க்கு நிகர் இல்ல #VivegamTrailer,not-Tamil,Not_offensive
It's pink with ajith Kumar ka chutiyapa,not-Tamil,Not_offensive
Thiruma kunji kalai cmt box ku azhaikurom🤣🤣🤣,Offensive_Targeted_Insult_Individual,Not_offensive
OMG.. Goose bumps aa gaye,not-Tamil,Not_offensive
Jai ak.from pk fan.jai pk jai ak,Not_offensive,not-Tamil
Dai nkp traileruku 800k like Singapenne pattukku 765k like da Only thalapathi,Offensive_Untargetede,Not_offensive
day Time la oru frame kuta varlaiye.. the 1st full dark film ah irukumo..🤔🤔,Offensive_Targeted_Insult_Individual,Not_offensive
Ena da aarya va mokka pantiga,Not_offensive,Offensive_Untargetede
"Batman,superman,spiderman ivanga varisaila mugamoodi? Sk anna- thambi ponga thambi poi oorukula yengala pathi kelunga thambi",Not_offensive,Offensive_Targeted_Insult_Individual
Super aana nadhuvila en Vijay apparam Ajith Mattum en kalaichi irundenga,Offensive_Targeted_Insult_Individual,Not_offensive
Ilayaraja periya mayiru Mathiri 96 music director ah sonna...ipo avaru matum intha movie la bgm ena potrukar...ooranveettu music ah tha pottu vachrukar...,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
pesi pesi time waste pannama trailer views increase panna parunga,Offensive_Untargetede,Not_offensive
Yeppaa aadhi... unaku mandaiyila pirachanai..,Offensive_Untargetede,Not_offensive
ஜோக்கர்: எனக்கு கண்ட நேரத்துல சிரிப்பு வரும் ஹிப் ஹாப்: எனக்கும்தான் பாண்டியன் ஜனகராஜ்: அங்க என்னடா சத்தம்?,Offensive_Untargetede,Not_offensive
Perusa perusa hero purichu erukainga 🤣,Offensive_Untargetede,Not_offensive
Yenda Teaser ra vittu kittu irrukangae padhatha eppa da vidue vinga,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
hello...epdi la panna thiga...mathavaga povo...epdi eduthirkae...paaaa...vivegam...vetri vagai sodum,Offensive_Untargetede,Not_offensive
Iyarkayave uruvaagura thanakku mattumthanu sontham kondadura urimaya yaarunga kodutha,Offensive_Untargetede,Not_offensive
நாம் தமிழர் அண்ணன் சீமானின் கோவத்தை NGK படத்திள் பார்களாம் NTK...,Offensive_Targeted_Insult_Group,Not_offensive
"Dei, idhu animation padama illa original padama...",Offensive_Targeted_Insult_Group,Offensive_Untargetede
Inga Rajini ya pathi mattum comment pannunga nan Vijay sethupathika papen aniruthuka Papen apdina adichu underwearoda oda vituven...Thalaivar forever,Offensive_Untargetede,Not_offensive
Anandhi vj antha ponnu...Peasi peasi voice ipdiyae akiruchi,Not_offensive,Offensive_Targeted_Insult_Individual
கண்ணு தெரியாத ஒருவனை சுற்றி கதை நகர்கிறது ஆனா கண்ணு தெரியாதவங்க இந்த ட்ரைலரை புரிஞ்சிக்க முடியாது.. #love this lovable idiot..,Offensive_Untargetede,Not_offensive
Dislike pannavan laam ADMK & NTK thondargal,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Jayalalitha va kaata sonna church father ah kaatrenga,Offensive_Targeted_Insult_Individual,Not_offensive
theri idhu trailer vivegam idhuvum trailer thaan mokka naai asith,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
1000 padam epd vanthalum Paruthi veeran matri padam vaipe ila...,Offensive_Untargetede,Not_offensive
Yaarellam Vadachennai movie alavuku asuran illanu feel panreenga,Offensive_Untargetede,Not_offensive
"Vaiyagara thinra vayasula, amy ellam unaku thevaiya",Offensive_Untargetede,Not_offensive
Vijay sir dialogue paathu sirikkaathinga antha scene na cut pannunga...,Offensive_Targeted_Insult_Group,Not_offensive
gommapunda Ajith devidiya paiyan... ummbu da child sunniyaaa,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
Kaithi paathavanga sollunga kgf mari irukka?,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Vadi va August month va unaku periya apppu iruku,Offensive_Targeted_Insult_Group,Not_offensive
Naaa yenna ninakkuranna rajini sir paththi yethavathu pesunaa prabalam aayidulaam polarukku,Offensive_Targeted_Insult_Other,Not_offensive
ennada 3naalku aprm trending... enna pithalaatamaa iruku...,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
HERO TRAILER = LIKE THAMBI TRAILER= COMMENT,Offensive_Targeted_Insult_Group,Not_offensive
at 0:32 pause panni 5sec face ah partha gubeernu sirippu varuthu,Offensive_Targeted_Insult_Individual,Not_offensive
1:29...Sarkar. Ennana theriyela ellam padathalayum villain thookiye aavanuma?,Offensive_Untargetede,Not_offensive
Thevidiya Ajith fans kadharal autolike da nu,Offensive_Targeted_Insult_Group,Offensive_Untargetede
"சாகோ, இன்னும் வீரியமாக இருந்தால் நன்றாக இருக்கும். ஆனால் இதுவே வெறித்தனமான ஒன்றுதான். கதறுங்கடே",Offensive_Targeted_Insult_Other,Not_offensive
Chei ivala oru azhu punda ollal punda,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Antha trailer la itha notice panengala mersaluku seema laugh but viswasam Thuku just small laugh,Offensive_Targeted_Insult_Group,Not_offensive
Super Anna maku kavalasindi iedhaa,not-Tamil,Not_offensive
Chiyaan ku all the best..but trailor semma mokkkaa..,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
yenda ungalukkellam vera illlayya... summa masuuu therinnnu vengayam... paya pulllaganla padikka vayungada... nalla padigada... velaiyya parungada... likkkuuu punnnakkku..,Offensive_Untargetede,Offensive_Targeted_Insult_Group
Har bar alag look yr ohsame only one man Vikram,not-Tamil,Not_offensive
Siva va Rombha scene ah illama iruntha nalla irukkum,Offensive_Targeted_Insult_Individual,Not_offensive
Potta Ajith aamai 9 ali utter flop confirm,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
entha naiku nadakakuda mudiyathu periya buildup,Offensive_Untargetede,Not_offensive
படம் sema kik ko kik trailer,Not_offensive,not-Tamil
Thalaivaa Mass. Thalaivaa Seeman Jatti poduvaana Ilaiyanu teriyalaiyeh?,Offensive_Targeted_Insult_Individual,Not_offensive
Petta k but visuvasam trailer is still not release,Offensive_Targeted_Insult_Individual,Not_offensive
"без пизды, фильм огонь получится!!!",not-Tamil,Not_offensive
Dai indha rajini ah dhaan da pala varshama naanga kekrom,Not_offensive,Offensive_Untargetede
Enna pandey news channel la velai illanu nadika vanduthiya...,Offensive_Targeted_Insult_Individual,Not_offensive
Vijay semma mass da nee oru pida,Offensive_Targeted_Insult_Individual,Not_offensive
Ethukku da antha Varun ku sambanthame illama oru getup kudukarenga producer na ithellam nanga pakkanuma so waste,Not_offensive,Offensive_Targeted_Insult_Group
Trailer itna mst hai to movie kitna gjb hoga yaar,Not_offensive,not-Tamil
vadachennai teaser likes ah overtake paniruchu,Offensive_Targeted_Insult_Group,Offensive_Untargetede
saakabothu sandapottu saganum that mean ethavathu nallathu senchittu saganum.. i like dialogue!,Offensive_Targeted_Insult_Other,Not_offensive
Dey enaku viswasam scene sirichathu kuda enaku siripu varala.. 1:22 scene ah paatha udane loudly ah sirichiten da..ennada pani vachirukeenga,Offensive_Untargetede,Offensive_Targeted_Insult_Group
"குருமா, ரஞ்சித் பார்த்து கதறுங்க டா",Offensive_Targeted_Insult_Individual,Not_offensive
Indha vels film producer alumbu thaanga mudila pa...ella padathulaiyum avan thangachi paiyan ah nadikka vittudaraan🤣🤣🤣,Offensive_Targeted_Insult_Individual,Not_offensive
*Frienduna facebookla like kodukaravanu nenachiya...life eh kodukanunda... Enakkum vandu vaachirukunga..* 🤨,Not_offensive,Offensive_Untargetede
Teaser mokkaya irukunu solravanga mattum like pannunga,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Suriya Anna verea levelaaaa bhairava record polichu koduthuu Suriya Annan,Offensive_Untargetede,Not_offensive
Kangana ka face madumakhi ke chatte me aa gaya kya,Not_offensive,not-Tamil
Fdfs porathuku munadi litae ah veri ethikirom thalivaaa,Offensive_Untargetede,Not_offensive
Ellam avan seyal padam maadhiriye irke #Vandumurugan,Offensive_Targeted_Insult_Individual,Not_offensive
ஆடி அடங்கும் வாழ்க்கையடா ஆறடி நிலமே சொந்தம்மடா...,Not_offensive,Offensive_Targeted_Insult_Group
"டேய் கிலட்டு தேவிடியா அஜித் பசங்களா, நீங்க என்ன டா சொல்றது, எங்க தளபதியோட நண்பன் சூர்யா'வோட சிங்கம் 3 வெற்றி பெற வாழ்த்துகிறோம்டா!!",Offensive_Targeted_Insult_Individual,Not_offensive
Jiva na kuda unna ennomo periya veeran nenaichen enna da posukunu poita kadaisiya eppa hit padam kudutha napaham iruka,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
suriya: naan kola passiyila irruken audience: annanuku oru uthaapam,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
"Dai thevudiya pundai director and jayam Ravi paradesi, 1996 la politics ku avaru varen nu sonnara, rajiniah epdi vennalum kindal pannalam edhuvum sollamattaru nu kozhai pindaihala, kandippa flop thanda, rajiniah seendunavan evanum nalla irukka mattan...",Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
Graphics sari illa nu solrathukune oru gang suthum parunga,Offensive_Untargetede,Not_offensive
"Whom do you think, will suit like jayalalitha Nithya menon =like Kangana = comment",Offensive_Targeted_Insult_Individual,Not_offensive
STR🤩🤩🤩VJS yapo da padatha release pannuvinga?,Offensive_Targeted_Insult_Group,Not_offensive
Padam erankunathuku aprm director ah pathu oorey sirikum,Offensive_Targeted_Insult_Individual,Not_offensive
You trailer bore adikudu da paaka pakka kovam varudu idelam trailer Karunakaran panaradalam comedy a enna,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Ne yaruda komalai fans hit like @1:42,Offensive_Untargetede,Not_offensive
இன்னேரம் குறீயிடு குரூப் கிளம்பி என்னென்ன குறீயீடு கணக்கு எடுத்துட்டு இருக்குமே..,Offensive_Targeted_Insult_Group,Not_offensive
enga thala thaanda eppavume gethu meethi ellaarum vethu,Offensive_Targeted_Insult_Other,Not_offensive
Intha Like pichai eduthu enna panna poraanunga🤔🤔,Offensive_Targeted_Insult_Group,Not_offensive
dislike pottavan mirugam avan mobile vedikkum da,Offensive_Targeted_Insult_Other,Offensive_Untargetede
Then mavatathula indha padatha release pannungada papom...,Offensive_Targeted_Insult_Other,Not_offensive
yarellam vivegam teaser. paathutu intha komali teaser paaka vanthinga?,Offensive_Targeted_Insult_Individual,Not_offensive
thalaivar varum bodhu mezhuguvarthi anajadha paatheengalaa stand. irattai mezhuguvarthi simonukku tharamaana sambavam,Offensive_Untargetede,Not_offensive
🤮🤮Asuran movie satupala adichum ivanuga thirdhala🤮🤮,Offensive_Targeted_Insult_Group,Not_offensive
nan arasailyakku varuvathu uruthi... semaiya kalaichutaniga,Offensive_Targeted_Insult_Individual,Not_offensive
Yaaruda panni pandara pandeva laaam nadikka vachadu. Thalaiku munnal pande laaam thoosi,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
#Big Boss V2kula #Kavina #Kathoda Apunane Avan Thane #Hero #Pradeep Antony🤣🤣🤣,Offensive_Targeted_Insult_Group,Not_offensive
இளையராஜா தன்னோட இசையை பயன்படுத்தியதற்கு 96 பட இசை இயக்குனர கொச்சை படுத்துனார். ஆனா இப்ப Beethoven Composition அ BGM போட்டுள்ளார். இது எந்த வகையில் நியாயம்,Offensive_Targeted_Insult_Individual,Not_offensive
Trailer naai kundiya nakuna mathiri eruku,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual
இளையதளபதி புரட்சிதளபதி இளைய #சூப்பர்ஸ்டார் இன்னும் எத்தனை எழுத்துக்கள் வந்தாலும்🤘 நின்னு அடிக்கும் இரண்டே எழுத்து தல,Offensive_Targeted_Insult_Individual,Not_offensive
Entha music padathu ila ethuko vishiyathu use panirupanga antha trailer ila ah eruku,Not_offensive,Offensive_Untargetede
"Evana pakka Chinna paiyan marri irukkan,,,,,,F*** girl",Offensive_Untargetede,Not_offensive
Otha sivakarthikyan Ellam hero waaa??? Nadikveeee theriyathu,Offensive_Targeted_Insult_Individual,Not_offensive
Maranam...massu maranam.toughu tharanaum...adhuku avan dhaan porandhu varum...semma thalaivaa,Offensive_Untargetede,Not_offensive
50k views but 92k likes YouTube 🤪,Offensive_Untargetede,Not_offensive
Yennada padam release aana aprom TRENDING la varuthu,Offensive_Untargetede,Not_offensive
அசுரன் படம் பார்த்து சாதிவெறி நாயிங்கள் அதுக்கு எதிரா எடுத்திருக்கிறானுங்க,Offensive_Targeted_Insult_Group,Not_offensive
Edu hit aakum Ella fansinum ee movie oru marupadiyavum,not-Tamil,Not_offensive
எங்க அப்ப மில்டிரிடா கோலி விளாடவா சொல்லிதருவா,Offensive_Untargetede,Offensive_Targeted_Insult_Group
"intha vj thevangu fans tholla thangala.enda ungalukku ipdi oru padathu kodukkavum mudiyathi atleast anthamathiri padatha troll pannama irunga da,ungalukkellam intha puli,sura,bhirava thanda crt.poramapudicha pundainga vj fans",Offensive_Targeted_Insult_Other,Offensive_Targeted_Insult_Group
Padathtu pathtu naanga tha psyco va suthanum *orae music padam ful ah potu syco akiduvanga.. Ithu vera erkanave keta musiq ah irku #conform psyco tha,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
THALAIVAR ah kalaichitanga Lama dei komali team unmaiyavey komalidhanda padam mokkanu therinju Thalaivar superstar name ah use panni promotion panra echainga thuuuuu...,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
"ithu entha varushamm 2016, naan arasiyalku varuven,hey ithu 1996, yaaraa emathuraa semaaa",Offensive_Targeted_Insult_Group,Not_offensive
Thalapathi fan.But dislike panna manasu varala,Not_offensive,Offensive_Untargetede
Ithu 96 sema.anekama bjp rajini mandram antha scene cut pana soli porattam panuvanga padam 100 crore collection confirm,Offensive_Targeted_Insult_Other,Not_offensive
Me no so so in love love an,not-Tamil,Not_offensive
Want to see Ajak mama in underwear,Offensive_Targeted_Insult_Individual,Not_offensive
மண்ணும் பொண்ணும் முக்கியம்னா மண்ண விக்கிற மாதிரி பொண்ணையும் வித்துருவோம்னு சொல்றீங்களா என்ன ரியல் எஸ்டேட் பிசினஸாடா பன்றீங்க நாமே எல்லோரும் இந்துதான் நம்புங்க,Not_offensive,Offensive_Targeted_Insult_Group
bayamkaram ga undhi.!!!you will see my rage,not-Tamil,Not_offensive
dear anils itha paarthu mersal aavathinga innum paarka vendiyathu neraya iruku,Offensive_Targeted_Insult_Individual,Not_offensive
யாரு படம் டா இது... குடிசை கொளுத்தி கொல்லி குடம் குரூப்பா.? அசுரன் பார்த்து இன்னும் அழுகை நிக்கல போல கதறல் ஓவரா இருக்கு.,Not_offensive,Offensive_Targeted_Insult_Group
Viswasam ellam nar nara kizhiya pokuth mass kattreenga thaliver,Offensive_Untargetede,Not_offensive
Karthike ivlo mass ah apa Vijay ku Telugu padam pola irukum polaye,Offensive_Targeted_Insult_Individual,Not_offensive
சாதி பார்க்கும் ஒவ்வொருவனும் விபச்சாரிக்கு பிறந்த பிள்ளை,Offensive_Targeted_Insult_Group,Not_offensive
Hero mattum vera yaarachum potrukalam.. Sudala payan venam Myskin and Ilayaraja combo,Offensive_Targeted_Insult_Individual,Not_offensive
மண்ணு பெண்ணு எல்லாருக்கும் முக்கியமானதுதான் ஒருவனுக்கு மட்டும் சொந்தமல்ல அவ்வளவு மானம் இருந்தா பஞ்சமி நிலத்தை திருப்பி தரவேண்டியதுதானே தமிழ்நாட்டில் உள்ள பாதி ஏரிகள் வயலாக்குனதே நீங்கதாண்டா அந்த ஏரிகளை தூர்வாரவிடாம மடக்குரிங்க அப்படி தூர்வாரப்பட்டால் மண்ணு இருக்காதுடா உங்களுக்கு,Offensive_Targeted_Insult_Other,Not_offensive
Sarkar record brk pana venam adlist Mersal recrd aachum brk pana vainga da,Offensive_Untargetede,Not_offensive
இந்த படத்துக்கு எல்லாம் எவன் டா தியேட்டர் தரத்து படம் இது சாதி வெறி பிடித்த புண்ட பசங்களா,Offensive_Targeted_Insult_Other,Not_offensive
adengapa flightaiyae carala nirutharapula sama chance ilaaaaa...,Offensive_Untargetede,Not_offensive
Adchi Oda vidu ellarayum orama nadandhu varareda enga thala veerama thala bloods hit like her,Offensive_Untargetede,Not_offensive
இந்து மதம் என்பது ஒருவனை தேவடியாள் மகன் என்கிறது ஒருவனை தாழ்ந்தவன் என்கிறது வந்தேறிநாடோடிகளை உயர்ந்தவன் என்கிறது.இந்தநேரத்தில் மோகன் இப்படி சாதிவெறி அரிப்பெடுத்தபடம் ஏன்?,Offensive_Untargetede,Not_offensive
"காலா, கபாலி, அசுரன், பரியேறும் பெருமாள் இத்தனையும் சமூகநீதிப்படம்னா...*த்தா இது மட்டும் எப்டிடா ஜாதிவெறிப்படமாகும்... Proud Hindu & சைவ வெள்ளாளர் சமூதாயத்திலிருந்து இப்படம் வெற்றிபெற வாழ்த்துகிறேன்...",Offensive_Targeted_Insult_Group,Not_offensive
TN ELECTION RESULTS IN PETTA TRAILER ITSELF. RAJINI LIKES - 592K OPPOSITION LIKES-46K,Offensive_Targeted_Insult_Individual,Not_offensive
Romba nerama pakuren 467299views la nikkuthu... ena da paninga ethavathu panitingala ena...,Offensive_Untargetede,Not_offensive
Rajini power # ipo itha lusu pasaga jam Ravi and producer director s gu purichurugum...,Offensive_Targeted_Insult_Group,Not_offensive
"Police da police, vechu seiya poran",Offensive_Targeted_Insult_Group,Offensive_Untargetede
Yenga ipa lam payan thaan ga yemaruthan. Payan yemarurathu veliya thyrela ponu yemantha matum ipadi kuthikiringa oonmaya kathalicha pasangala yematha thana saiuthu intha oolagam jathiya kati,Not_offensive,Offensive_Targeted_Insult_Group
Saaho 10m in 28 hours. Asit ajakkuku saavu mani adichitu poitaaru namma Bahubali.,Offensive_Untargetede,Offensive_Targeted_Insult_Individual
அடுத்த சர்க்கார் மாதிரியே half boil வரப்போகுது இதுக்கும் இங்க சில்லறை சிதற விடபோராணுங்க,Offensive_Targeted_Insult_Group,Not_offensive
Gajini - decent laugh Mersal - Gubeer laugh Viswasam - smile,Offensive_Targeted_Insult_Group,Not_offensive
"10,7 Mio Aufrufe 400 Tsd. Likes 22,7 Tsd. Kommentare #2Point0Trailer",not-Tamil,Not_offensive
Ennada aruvi movie theme la varuthu...,Not_offensive,Offensive_Untargetede
"mass dialogue...########## Mass teaser...#### surya veriyan##### singam singam 🦁🦁🦁🦁duraisingam seerum engum...vada↔ vada ↔vada... mass dialogue: na paathathalam thingara onaai illa,pasicha mattum vettaiyadra singam🦁, kola pasila irukan ethu kedaichalum vettaiyadra verila irukan,ethurula evan vanthalum eari methichittu poite irupan singam da",Offensive_Untargetede,Not_offensive
1st trailer looked stupid this looks dumb,Offensive_Untargetede,Not_offensive
Ennada MAN OF STEELE bgm la poderinge!! 🤣 🤦‍,Not_offensive,Offensive_Untargetede
Boom boom robo da robo da🤖🤖🤖🤖🤖🤖🤖🤖,Offensive_Untargetede,Not_offensive
Dei vaani bhojan ku la fan iruka da,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Music engayo kae ta madhari irukae,Offensive_Untargetede,Offensive_Targeted_Insult_Individual
"Saathi veri pudichu alaiyiringaleda en saadhi dhan perusu nu trainlayo bus la vizhunthu avan avan saadhikkaga usura vitrungada, tamilnade rattha aaru odattum adhukkaprom balance irukuravanga nimmathiya irukkom.",Not_offensive,Offensive_Targeted_Insult_Group
முதல் தடவையா தமிழ் பட trailer பாத்து Hollywood காரன் copy அடிச்சிருக்கான். Watch MORBIUS(2020) Trailer.,Offensive_Targeted_Insult_Other,Not_offensive
Enikoru doubt.. kadaram kondan um drivanatchathiram vm rand cnma aano.. atho onnaano,Offensive_Untargetede,Not_offensive
"AMBEDKAR, KAMARAJAR Okay.. Adhu yaaru Velu nachiyaar thevudiya",Offensive_Targeted_Insult_Individual,Not_offensive
Kekka bekka short film ah idhu Ada paaavingala,Offensive_Targeted_Insult_Other,Not_offensive
yaarulam trailer start agurathuku munnadiye like potathu..!!,Offensive_Untargetede,Not_offensive
Gorilla movie Potta Pola Bgm poduringa konjam mathinga,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
open challenge ninka vijay annava odunaa naanka Ajith annaava oduom,Offensive_Targeted_Insult_Group,Not_offensive
teaser nalla thana iruku.. idhuvum palaruku pidikala pola.. ______ oru polapu:p,Offensive_Untargetede,Not_offensive
Ennada amma padatha eduthutu chinnamma va nadikka vachirukinga,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Perfect dialogue ஓவியம் வரையரவன் தன் பிள்ளைக்கு என்ன சொல்லி தருவான்... ஓவியம் வரைய... எங்க அப்பா militaryகாரன் டா... கோலி விளையாடாவா சொல்லி தருவான்...,Offensive_Targeted_Insult_Other,Not_offensive
ரஜினி ஒரு எச்ச... தொட நடுங்கி... ஒரு RSS மணநிலை கொண்டவன்...,Offensive_Targeted_Insult_Individual,Not_offensive
அருவி - சொல்வது எல்லாம் உண்மை வாழ் - நீயா நானா Arun prabu things,Not_offensive,Offensive_Targeted_Insult_Individual
Sarkar kitta kooda nerunga mudiyala just 10million views,Offensive_Untargetede,Not_offensive
Evan da music nu keka thonuchu..Pradeep..well done..soul stirring..,Offensive_Untargetede,Offensive_Targeted_Insult_Group
Hello You Tube Ennassu Irukkireenkala? Allathu Seththupoddinkala??,Offensive_Untargetede,Not_offensive
SARKAR FDFS Leaks SARKAR TEAM,Offensive_Targeted_Insult_Individual,Not_offensive
"Psyco 1960 Hollywood la vandhuruku. Andha moviya remake pannitananunga Pola,",Offensive_Targeted_Insult_Group,Offensive_Untargetede
இது தலித் எதிரான படம் மட்டும் அல்ல தோழர்களே ஒட்டுமொத்த பென் இனத்தையே கேவலப்படுத்தும் படம் தலித் இளைஞர்களை(மக்களை) பொது மைய நீரோட்டத்தில் இருந்து புரந் தள்ள வேன்டும் என்பது அவர்களது கனவு அதர்க்காக தன் சமூக அக்கா தங்கைகளை இப்படிய அசிங்கபடுத்த வேண்டும் த்து...,Offensive_Targeted_Insult_Group,Not_offensive
