text,label,char_length,word_count
Avaruku indha naatu mela paithiyam!!... Engaluku avaru mela paithiyam!!...,Not_offensive,75,9
#UltimateStar - Thala vera vera vera level #NERKONDAPAARVAI,Not_offensive,59,8
இங்கு பதிவிட்டு வருபவர்கள் அனைவரும் குருமாவால் பாதிக்கபட்டவர்களே... அந்த வரிசையில் இனைகிறேன்.. படம் மாபெரும் வெற்றி அடைய முதலியார் சமூகத்தின் சார்பாக வாழ்த்துக்கள்.. குருமா பாய்ஸ்களுக்கு சம்மட்டி அடி,Not_offensive,199,21
Waiting for kaapaan suriya anna look heavy& terror,Not_offensive,50,8
Shankar + Rajani + Akki,Not_offensive,23,5
Iam enjoying... Movie pakka block buster..love you super star rajni sir from ANDHRA PRADESH super Mahesh fan's,Not_offensive,114,18
#BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali #BoycottComali,Offensive_Targeted_Insult_Group,239,16
Nethaan ennoda thala unna ethirtha velum kola,Offensive_Untargetede,45,7
Thala mass nu solluravanga like podunga,Not_offensive,40,6
0:32 90s kids memories ah apdiyae solranga... 90s kids matum like potu po,Not_offensive,76,14
Compulsory vetu ponungla paka kootitu ponga...,Not_offensive,46,6
semma mass anna i love so much thalaivaa,Not_offensive,40,8
Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga,Not_offensive,60,8
"Cuddalore vanniyargal sarbaga,,, ippadam vetripera vazhthukal",Not_offensive,61,6
Sala kuch smjh nhi aaya pr mja aaya,not-Tamil,35,8
fuck off... vijay fan ah soldren...enn daa dislike pannreengaa...superrbb trailer...,Offensive_Targeted_Insult_Group,88,14
Thala I love you mass ah eruku,Not_offensive,30,7
Rajini 🤣🤣🤣🤣🤣 idhu '96 uh Pradeep didn't disappoint,Not_offensive,50,8
Knjam body maintain panna...inum nalla iruparu...,Not_offensive,49,6
Who are here from tiktok?,Not_offensive,26,6
Inime release varaikum trailer pattu verietturavanga like pannuga,Not_offensive,65,8
சினிமாவில் சிறந்த படம் இது போன்ற படங்கள் தமிழ்நாட்டில் நல்ல படம இருக்கும்,Not_offensive,73,10
Chandran பெண் பிள்ளைகளை பெற்ற ஒவ்வொரு குடும்பமும் தவிச்சுகிட்டு இருந்தது இந்த நாயின் பேச்சை கேட்டு. இனிமே ஒட்டுமொத்த பெண்ணை பெற்ற சமூகமும் ஒன்றாக கூடி இவர்களை எதிர்க்கலாம்,Not_offensive,174,21
Kv anandh sir surya sir fan sangada paduvanganu ninainga... Kappan trailer than soona sir,Offensive_Untargetede,89,14
Vayase aagala pa.. ena effort chanceless.. 🤙,Not_offensive,44,7
Idhu enada arasiyal varudhu naadodigal 2 or uriyadi2va??,Offensive_Targeted_Insult_Group,56,8
படம் நா இது படம் தலைவா... இந்த படம் கண்டிப்பா வெற்றிபெறும்... படம் வெற்றிபெற என்னுடைய வாழ்த்துக்கள்...,Not_offensive,110,13
நான்முகமும் அருமை..என்று நினைப்பவர்கள் like செய்யவும்...,Not_offensive,57,5
Love u Anna from Telugu fans,Not_offensive,28,6
Adutha jathi pullaiya pondati aagikitha jathi veri kaatanum nu ila adutha jathi pullaium than thangachi pola eathukitu jathi ethirupu therivikalamea,Not_offensive,148,20
நாடக காதலை குறிப்பிட்ட ஒரு சமுதாயம் ஒரு வேலையாக செய்கின்றது என்பதுதான் நிதர்சனமான உண்மை...,Not_offensive,90,11
Love u so much Thala umaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Not_offensive,66,6
சமூக விழிப்புணர்வு படம் வெற்றி பெற வாழ்த்துக்கள்...,Not_offensive,51,6
ithu varikkum oru 400 vaatti parthiripen. superb movie,Not_offensive,55,9
Ella padathekum ore maari irikan paare...,Not_offensive,43,6
Makkal selvan rasiganai rasikum thalaiva.. vijaysethupathy Anna Vera level..,Not_offensive,83,10
Thagappa thukki vittavane paaru da tamil nadota Thalaya therikkuthalla Thala epovum masss,Not_offensive,89,12
intha padam release achuna... vijay ajith ah thuki sapturuvan pola,Not_offensive,66,10
Trailer to bakvas laga kuch pata nahi chal raha he. Only fighting hi dikhai de rahi he,not-Tamil,86,17
DARBAR varum varaikkum PETTA va pathu Veri yaethikuvom,Offensive_Untargetede,54,8
Thalaivar at his current swag...thalaivaaaaaaaaaaaaaaaaaaaa masszzzzz,Not_offensive,72,6
Thuruma kallai thoda arugadai Ellatha panbi kuuda arugathi Ellatha pabri juttutan.,Offensive_Targeted_Insult_Group,82,11
Sivakumar - Sketch (promo) andha hospital ku illa 2.0 ku,Not_offensive,56,10
Thalaiva love u marana massssss trailar,Not_offensive,39,6
Aasuran based on novel named vekkai by poomani.,Not_offensive,47,8
padam realise pannu thalaivaa nangaa erugam surya fan,Not_offensive,54,8
Krish1 2 mugamuthi daiii apdiya iruki,Offensive_Targeted_Insult_Individual,37,6
Finishing la sema kalai vechutanga phaa thalaivar fans yarulam gaanda erukeegaa,Offensive_Targeted_Insult_Group,79,11
சூப்பர் தியேட்டரில் படம் பார்க்க ஆவலாக உள்ளேன் கூட பத்து பேரை கூட்டிக் கொண்டு போகலாம் னு இருக்கேன் கோபிசெட்டிபாளையம் தில் படம் வெளிவரவேண்,Not_offensive,138,18
anna theri april 14 release po po indhvati missavadhu blockbluster hit vijay,Not_offensive,79,12
"Intha kramathula yaaru varanum,yaru kaalvaikkanumngratha naangathaanda mudivu pannanum",Offensive_Targeted_Insult_Group,86,8
Vara vara Kannada Film ellam konjam nalla irukuthe🤔🤔🤔,Not_offensive,53,8
VIJAY ANNA movie mersal la katnadhuku sorry soluga,Not_offensive,50,8
Mass thalaivaaaaaa nee vera level thalaivaaaaaa,Not_offensive,48,6
என்னோட சொந்த பணத்தை போட்டு குறைந்தது 100 பேரை பார்க்க வைப்பேன்...,Not_offensive,67,9
Ajith kummar thevidiya mavan avA ammave okkanum,Offensive_Targeted_Insult_Individual,47,7
Enna daa 1million likes inum varelaa kude but nice trailer,Offensive_Untargetede,58,10
Ee movie l hero k kannu kaanula......anghaneya enik feel aavunnath,Offensive_Untargetede,68,11
56k dislike. neegalam irukkavaraikkum thala eppovum @ending pro,Offensive_Untargetede,65,9
Rajini - karthick subbu wow k wow,Not_offensive,33,7
Love u thala sema semma semmmma,Not_offensive,31,6
Dai ennada yogi babu mudiya kanom pavamya antha manusan,Not_offensive,55,9
Ngk kandipa blockbuster agum nu nenaikkuravangalam like podunga Paar...,Not_offensive,78,9
Kolakandla irruka pudichavanga like here,Offensive_Untargetede,40,5
thala rasigana vida thapathy rasigandhan adhigama pakranga.. eppa varum notta sollalamnu.. pudichirundhalaum... comment podanumnu podranga... edukkkkkkku...,Offensive_Targeted_Insult_Other,156,16
Neraya neraya neraya... Thala fans hit like,Not_offensive,47,7
Ahaaa Thalaivar style semma marana mass,Not_offensive,39,6
SK um Anna irundha Vera level aa irundhurukum,Not_offensive,45,8
Ennada “ellam Avan seyal “ movie remake ka?..,Offensive_Untargetede,46,8
Hey Visvasam ajith la pathiya kuda kanumeda eaga da Eaga Thala action,Not_offensive,69,12
Thala Hatters ungalala Maira kuda pudunga mudiyathu,Offensive_Targeted_Insult_Individual,51,7
தலித் அல்லா அனைத்து சாதிகார தேவிடியா பசங்கலுக்கும் வாழ்த்துகள்,Offensive_Targeted_Insult_Group,62,7
Vijay annava enna da panni vachirukinga🤣🤣🤣,Not_offensive,42,6
Enna da light ah #kanidhan padam vaada vardu 🤣🤣🤣🤣,Offensive_Targeted_Insult_Individual,49,9
I love vjs,Not_offensive,10,3
intha trailer eppadi irukkunu thala fans solla mattom enga ethiri vijay fans thanda solluvan. therikka vidalama,Not_offensive,141,16
சொந்த சாதிக்காரன் கற்பழிச்சா கூட பிரச்சனையில்லை ஆனால் வேற சாதிக்காரன் காதலிச்சா மட்டும் காதல் நாடகக்காதல் ஆகிவிடுகிறது.. இன்றைய போராளிகளுக்கு..,Not_offensive,144,16
"Visual, fight... pattasu kelapudhu",Not_offensive,36,6
"Waitingggggghhhhhhgg for aravind swamy,Vijay setupati,arun Vijay...",Not_offensive,77,6
Super thala I am your big fan,Not_offensive,29,7
Movie la ajithku theeni irukathu pola,Not_offensive,37,6
சீமான் மேடையில் பேசிய வார்த்தைகள்தான் இங்கே வசனமாக வந்திருக்கு,Not_offensive,63,7
Tha podu marana mass ah eruku,Not_offensive,29,6
0.18 enada amabala vishal mari sumo parakuthu,Offensive_Targeted_Insult_Group,45,7
விஸ்வகர்மா சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Not_offensive,48,6
Going to beat bahubali..fr shankar sir...tamizhanda,Not_offensive,53,6
Intha padam vetri pera vazhthukkal From Thalapathy fans,Not_offensive,55,8
Ultimate star THALA AJITH KUMAR Vera level,Not_offensive,42,7
Sk fans like here to block buster hit,Not_offensive,37,8
dude thala ku role suit aagala not like amitab bachan,Offensive_Targeted_Insult_Individual,53,10
அணைத்து சமுதாய பெண்பிள்ளைகளும் இந்த படத்தின் மூலம் பாடம் கற்கவேண்டும்...மற்றும் நாடக காதலை கருவருக்கவேண்டும்.,Not_offensive,111,13
Rajinikula expiry date mudinju over expiry akiruju,Offensive_Targeted_Insult_Individual,50,7
cvf's lam like pannu ga,Not_offensive,24,5
Captain America ice oranjaru ivari comala iruntharu,Not_offensive,51,7
"Appu, ithu enna telegu padam matri iruku.! Tamil padam yedugeda!",Offensive_Untargetede,66,11
varalam varalam vaa bairava!!! once again with arunraja kamaraj.. awasum,Not_offensive,73,10
Thalaivaaaaaa nenga nadichute irukanum ipdi Mass ah... Atha nanga paathu rasichute irukanum thalasivaaaa... Love you thalaivaaaa,Not_offensive,132,16
Intha trailer ahh pathutu Kekaa bekka short film ahhh theda ponavangha yaaru,Not_offensive,76,12
tha maaaaaaaaa my brother vj anna,Not_offensive,33,6
Semmaya iruku thalaiva i am waiting,Not_offensive,35,6
Kadaisila rajini ya kalaichinga paaru Vera level,Not_offensive,48,7
karthik suppuraj ni theivam ya sonnatha senjita ni thalaivar veriyan,Not_offensive,68,10
அடேங்கப்பா கமெண்ட்ஸ் எத்தனை சாதி தமிழ்நாட்டில் 🤔🤔?,Not_offensive,52,6
Lalettan fans indengil adikada mwuthe like,not-Tamil,42,6
Yuvan bgm vera level look like new pudupettai...,Not_offensive,49,8
"Enga Appa military da,Oodi vilayadava soli thervangadaa",Offensive_Targeted_Insult_Group,55,7
Speed up guys Likes ah therikka vidunga,Not_offensive,39,7
Namaku thevanathu nama tha adichi vanganum,Offensive_Untargetede,42,6
Yabba dei.. un movie laye idhan first eagerly waiting for this movie Enakum kovam dhan varudhu.. ne thala thalapathya kalaichuruka paravala agilaulagasuperstar mathri agama iruntha sari avan ipdi dhan thottaan kettan. 🤣🤣,Offensive_Untargetede,226,32
Are bc hindi mai kiya kro upload,not-Tamil,32,7
Selvaraghavan Arasiyal Ready for vera level story,Not_offensive,52,7
விருதுநகர்--நாடார் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...!,Not_offensive,63,6
தேவந்திரகுல மக்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துகள் அண்ணா,Not_offensive,61,8
Waiting veri ething na Idhan! Aiyooo seekiram udunga sir padatha,Not_offensive,64,10
Vidya balan yeh role best kar sakti thi,not-Tamil,39,8
Yogi babu da getup super aa irukkunu solravanga like pannunga,Not_offensive,61,10
Mass song song da. THALA FAN da🦁🦁🦁🦁🦁,Not_offensive,36,7
No comments. jayalalitha Simply waste. kangana,Offensive_Targeted_Insult_Individual,54,6
Adra adra adra thalaivaaaaaaaaaaaaaaaaaaaaaa teaser vera lvl surya annaaaaaaaa,Not_offensive,78,9
Last dialogue you kene tunggu lama lagi.. Untuk tahu saya,not-Tamil,58,10
Pattaya kelapitey Siva!!! Awesome!!!,Not_offensive,37,4
Rajani sir mass comback rajani sir,Not_offensive,40,6
Ennada trailer vera level la irukku,Offensive_Untargetede,35,6
Thala SIMBU da vere level va thalaiva,Not_offensive,37,7
Vera vera level marana Mass STR...,Not_offensive,34,6
70K left for 600K likes,Not_offensive,23,5
"Indha maadhri dhairiyasaalinga eppayaachu dhaa porappan, avana payanpaduthikravan dhaan buthisaali Well said Our Dhanush- vetrimaraan combo is an example of this...",Not_offensive,165,21
No Caste No religion Solranvanga mattum inga vaanga,Not_offensive,52,8
மனசுல இருந்த பாரத்த ஒத்த trailerல எரக்கிட்ட.. யப்பா directorர நீ வாழ்க.. உன் குலம் வாழ்க...,Not_offensive,92,13
25DAYS OF MASTERPIECE NGK next kaappaan,Not_offensive,40,6
nee vaa thalaivaaa inimel namma dhan,Not_offensive,36,6
காதல் நட்பு அப்டின்னு நாடோடி 1 ஓடிடுச்சி எதார்த்தமா இருந்தது... part 2... சண்டை ஜாதி காதல் நட்பு (இருக்கானு)தெரில... படம் சிறக்க வாழ்த்துக்கள் அண்ணா... சசி சமுத்திரக்கனி அண்ணா,Not_offensive,180,23
First day first show பார்த்தேன் கொஞ்சம் ஏமாற்றம்தான்,Offensive_Targeted_Insult_Other,52,7
திரையரங்கில் பார்க்க வேண்டும் என நினைப்பவர்கள் LIKE போடுங்கள்,Not_offensive,61,7
Siraaapanaaaaa trailer nd semaa siriiiiiiiipaaaaanaaa trailer🤣🤣,Not_offensive,63,6
TTha Mass da... Indian cinema da... Gethu moment...,Not_offensive,51,8
Yaaraiyo serupa saanila mukki adicha maathiri iruke..,Not_offensive,53,7
"இன்னும் எத்தனை காலத்திற்கு இப்படி ஜாதி ஜாதி என பிரிந்து கிடப்பார்கள் என்று தெரியவில்லை🤔 குறங்குலிருந்து தான் மனிதன் வந்தான் என்று வரலாறு சொல்லுது ஆனா இந்த ஜாதி குறங்குலிருந்து தான் இந்த மனிதன் வந்தான்னு யாரும் சொல்லல வாழுவதர்காக மட்டும் தான் ஜாதி,மதம்னு பிரிக்கப்பட்டது... இப்படி அடிச்சிக்கிட்டு சாக இல்லை..",Not_offensive,310,39
Vishwagarma sarpaga intha thiraipadam vettriyadaiya vazhthukkal,Not_offensive,63,6
आईचया गावात काय आहे हे? हिच्या पेक्षा बुजगावण बरं दिसत🤣,not-Tamil,55,10
🥇🥇🥇தரமா டீஸர் அதேபோல் படமும் தரமாக இருக்கும்,Not_offensive,44,6
Simple Ah sollanumna Kola Mass Trailer Enna Acting ya manushan,Not_offensive,62,10
This bgm is a malayalam film bgm like akhale,not-Tamil,44,9
#kaappaan still 12 days to go,Not_offensive,29,6
Mass na ethanda therikka vedalamanu ketkka kudathu yappade therikka vedanamnu pathu kathukkungada yan thalapathi yannakkuma mass thanda,Offensive_Untargetede,135,17
Vere level la iruke.. Mani sir film maathiri illa.,Not_offensive,50,9
Super star fans hit like only Rajni veriyans,not-Tamil,44,8
Mavane! Kola Kandula iruken! Petta parak,Offensive_Untargetede,40,6
Thalaivaaaaaaaaaaa Marana Masssssssssss Intha Pongal Pettta Pongal ya🥰🥰🥰🥰🥰,Not_offensive,74,8
Gv Prakash music Vera level gv fans hit like here,Not_offensive,49,10
Last sama kalai since 1996,Not_offensive,27,5
Thalaivaa Verithanama Iruku Dec20,Not_offensive,35,4
I'm not Vikram fan but i like this trailer... Amazing.,Not_offensive,54,10
Padam First day 1 show Pathavanga Like podunga,Not_offensive,46,8
Movie again pakkanum pola eruku Cha epa pappeno waiting...,Not_offensive,61,9
Pakistan k khekaf bs movie bana skty ho,not-Tamil,39,8
காதல் பொய்யானது என்று இப்படம் சொல்கிறதா?,Not_offensive,41,6
சாதி வாரியாக இட ஒதுக்கீடு முறையை ஏற்படுத்தி விட்டு சாதி வெறியோட இருக்காத என்று சொல்ல இந்த சமூகத்துக்கு என்ன தகுதி இருக்கு? All the very best team -பொள்ளாச்சி கவுண்டன்,Not_offensive,167,24
Annan and ettan in single film,not-Tamil,30,6
Pink ki debu movie bt okkk Jo agry ho like & comment kre,not-Tamil,56,13
Padam pathuttu vanthu tralier pakkuravagaa like pannungaa,Not_offensive,57,7
"Adei, paathi comment box LA intha jaathi saarba vara verkiren, andha jaathi saarba varaverkirenu podringa, nallava iruku? Trailer is good but inga kuripitta jaathi ah mention pani ethum kamikula, nalla padathuku atharavu tharalam athuku nalla manusana iruntha pothum,",Not_offensive,274,44
sema sema ore padama edukkama different story,Not_offensive,45,7
Jaathi la ivlo vishyam nadakutha? Jaathi kaga oru ponna love panra Mari nadichu asinga paduthuvangla?,Offensive_Targeted_Insult_Group,101,15
Dai ithu maniratnam padmada irutaya kanoom,Not_offensive,42,6
1:42 par thoda vfx ki kami lag rhi h bhai,Offensive_Untargetede,41,10
indha padaththa sandhanam nadichi irundha kandippaa padam blockbuster hit koduththu irukkum Correcta friends yenna thilla langadi padathula sandhanam memory lose acting semmaya irukkum,Not_offensive,184,23
முள்ளக்காடு நாடார்கள் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்,Not_offensive,60,7
makkal selvana? ivanellam makkal selvana irundha vijay ajith vikram arun vijay ku ellam enna solluvaga?,Offensive_Targeted_Insult_Individual,107,17
டெய் யூடியூப் எத்தனை தடவை பார்த்தாலூம் வியூவ் மாரமாட்டுகிதுடா,Not_offensive,61,7
Ayyooooo my... Thala is aasammmm,Not_offensive,33,5
Kya chutiya actress hai.. Sari biopic khrab kr di...,not-Tamil,52,9
Meme pathutu teaser paka vandhavanga matum like podunga 5 muraiku mela pathavanga like podungha,Not_offensive,97,14
Omg that bgm make me goosebumb...,Not_offensive,33,6
"I think sivakarthickku hero getup set aagala, trailer is good,but movie average pogumnu ninaikiravanga like Pannuga",Offensive_Targeted_Insult_Individual,115,16
Idhu orru pundai teaser idhukku vandhutainga okkurathuku Pundai kullans fans pundai modikittu irru Always sivakarthikeyan is best Surya thevudiya payiya,Offensive_Targeted_Insult_Individual,155,20
enna pola daily nkp trailer paarkura angaali pangaali ellaam oru like podunga,Not_offensive,77,12
தயவு செய்து தேவையற்ற Graphics கலை குறைக்கவும்,Offensive_Targeted_Insult_Other,45,6
திருப்பூர் மாநகர கொங்கு வேளாளக் கவுண்டர்கள் பேரவை சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...,Not_offensive,90,11
திரைப்படம் பொங்கலுக்கு ரிலீசானால் நன்றாக இருக்கும்....,Not_offensive,57,6
Congratulations Draupathi Team. திரௌபதி வெற்றி பெற வாழ்த்துக்கள்.,Not_offensive,65,7
Keel jaadhi kaaran avanuku saadhagamaa padam eduthaa samooga seer thirutham aanaa mel jaadhi kaaran avanuku saadhagamaa padam eduthaa jaadhi veri,Offensive_Targeted_Insult_Group,145,20
Endha Kajal aggarwal edhuku naduvula sammandhame illama vandhuttu pogudhu,Offensive_Targeted_Insult_Individual,73,9
amma neenga illatha time evalo asingamaa irukuu,Offensive_Targeted_Insult_Group,48,7
ஜாதி பெயர வச்சி ரஞ்சித் படம் எடுத்து சம்பாதிக்கிறான்... ஜாதி பெயர வச்சி திருமா அரசியல் பண்ணி சம்பாதிக்கிறான்... நீங்களே தான் டா உங்களை தலித் என்று சொல்லி ஜாதி வெறி பிடித்துக் கொண்டு அளைகிறிர்கள்... உங்கள வச்சி தான் தெருமா போன்றோர் வசதியா இருக்கிறார்கள்... அம்பேத்கார் -ஐ ஜாதி கட்சி தலைவராக மாற்றிய பெருமை உங்களையே சாரும்...,Offensive_Targeted_Insult_Group,326,43
Thala fans kerala mammootty fans,Not_offensive,33,5
NGK FIRST SHOWS KANUNAVAR LIKE ADIKADA,Not_offensive,38,6
புலி பதுங்கி இருந்து இப்போ பாயும் நேரம் வந்துவிட்டது இனி எந்த நாயாலயும் ஒன்னும் செய்ய முடியாது... கள்ளர் சமுதாயம் இப்படத்தை வரவேற்கிறது. வெற்றி பெற வாழ்த்துகள் நண்பா,Offensive_Targeted_Insult_Group,171,21
"BTW nice trailer, indha movie la thalapathy nadichrukalamnu oru alpa aasai",Not_offensive,75,12
Enak surya melaye paithiyam.,Not_offensive,29,5
K.V.Anand movies la Technical la super aa irukum mini hollywood padam mathiri,Not_offensive,77,12
Love you Thalaiva. Anyone from sri lanka?,Not_offensive,41,7
Kaalaa movie rain fight scene la rajni umbrella thookkura scene idhula jayam ravi ditto... Anyone identified?,Offensive_Targeted_Insult_Individual,110,17
Maasssssss Suriya Anna time da,Not_offensive,30,5
Naan chinnappo velayaduna. Video game polave iruku,Offensive_Untargetede,50,7
watch kaku sharab mandli. video friends,not-Tamil,40,6
Yaaru da Avan idhuku Kuda dislike panrava??? Hope simbu annana pudikaadhavanga thaan irukum,Offensive_Targeted_Insult_Group,94,14
"Arivalum velkambu padathla varudhu,meaning purinjavan lika podu",Offensive_Untargetede,64,8
ACTIO N KING ARJUN,Not_offensive,21,4
ரஜினி தமிழ் நாட்டில் பிழைப்பு நடத்தட்டும்..ஆனால் தமிழர்களை ஆழ நினைக்க கூடாது... அதனால் அரசியலுக்கு 96 இல்ல 2016 இல்ல எப்போதும் அரசியல் கட்சி தொடங்கம இருக்கிறது தான் தமிழர்களுக்கு அவர் செய்யும் ஒரேயொரு நல்லது...,Offensive_Targeted_Insult_Individual,220,26
Eppadina bigil trailera namma views reach aga koodadhu adhe,Offensive_Untargetede,59,9
dai views vida likes athigama irukuda?? yenda ipadi golmal panuringa..yennai arinthal BGM copied,Offensive_Untargetede,96,13
Superb nai super star rajini sir,Not_offensive,32,6
ஓம்மால வண்ணியர் பெருமையை திரை உலகிற்கு கொண்டு வர எங்க தலைவன் வன்டான் டா பண்ணிங்க பல பேற வச்சு படம் பண்ணும் சிங்கம் சிங்கிலா தான் வரும்,Not_offensive,134,21
My fav Ayan Surya is back,Not_offensive,25,6
Ippudi katthurome kekkuravankku kaathu valikkume nu oru unarvu ila,Offensive_Untargetede,66,9
Where is Vivek Oberoi in it,Offensive_Targeted_Insult_Individual,27,6
wooooooooooowwwwwww semma maaaasssss and takkaruuuuu stylish,Not_offensive,60,6
srilanka vijay veriyan da..!!,Not_offensive,30,5
Kanyakumari Krishna vakai samitham valtukal,Not_offensive,45,5
Oru pakkam paiyan swag kaatran oru pakkam appan swag kaatran,Offensive_Untargetede,60,10
but it does not meet sarkar view records,Offensive_Targeted_Insult_Other,40,8
Dhanush vetri maaran I think national avart film 2019 vetri maaran sir aadukalam part 2 venum,Not_offensive,94,16
Block buster Surya annan Surya keee jai,not-Tamil,39,7
Khaaka Khaaka + Aadhavan + Ayan = #Kaapaan All the best from #Thalapathy Fan,Not_offensive,77,14
"haha his last sentence in malayu kena tunggu lama lagi,untuk tahu saya mass",Not_offensive,75,13
Semma fulla Rajinism than... Semma super,Not_offensive,44,7
495 k iruntha like IPO kammi aakuthu?,Offensive_Untargetede,38,8
Nee vaa thalaivaa ponggalukku naaga erukko,Not_offensive,42,6
Thalapathy fans saarbaga Vaalthukal Kathir Anna,Not_offensive,47,6
இந்த படத்தில் ஆதிக்கு மதன் பாபுவை அப்பாவாக போட்டு இருக்கலாம் சரியா இருந்திருக்கும்,Not_offensive,82,10
"Dai 23,000 dislikes yentha Fu...da pottan",Offensive_Untargetede,45,6
Yarullem fdfs patthutu inga varinga...,Not_offensive,39,6
Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaa No words can describe ur enthusiasm simply vera level,Not_offensive,92,10
திரௌபதி அம்மன் பக்தர்கள் இருந்தா ஒரு லைக் பண்ணுங்க,Not_offensive,50,7
First dialogue se pta lag gya pink da remake hai,not-Tamil,48,10
Cameraman Wide angle veriyan na iruppaaro,Not_offensive,41,6
Aaathaadi ith namma batman maathiri irikk,Offensive_Targeted_Insult_Individual,41,6
205k likes suma alludhu thalapathy,Not_offensive,34,5
Trailer parka vadhavanga ellam oru like podunga,Not_offensive,47,7
Nkp +visvasam =asuran music... sariyaana mokka avlo worth illa trailer,Offensive_Targeted_Insult_Group,70,10
"Nalla comedy irukku, ok da sc caste la pannuna naataka kaadhal kolluvom nu soldringa, other caste la irukkavan pannuna kootti viduvingalaa da,",Not_offensive,142,22
0:32 namba edapadi 🤣🤣🤣 madhiriye iruke,Offensive_Targeted_Insult_Individual,38,6
Pandey ku acting varala. School pasanga nadagathula nadikara adu madiri iruku pandey Voda acting. 1st film apadingaradala mannichu vitralam,Not_offensive,140,20
release dis film in kannada version..,Not_offensive,37,6
"கோமாளிய எடுத்துட்டு கொம்மாலனு வச்சக்குங்க, பாடுகலா யார கலாய்க்கிரீங்க.",Offensive_Untargetede,70,7
Yeppa saamy yaaruya nee myshkin,Offensive_Targeted_Insult_Individual,32,5
Str pakka mass romba nalaikku aprom summa pirichu meya poraru,Not_offensive,61,10
Jeeva super congratulations congratulations on your life journey super,Not_offensive,70,9
Inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga,Offensive_Untargetede,100,11
Thalaivaaa Kola Massssss Therikka Viduddinga Anna... Thalaivaaa Masssssssss BGM Ellam Therikkudhu,Not_offensive,100,12
wathaa therii!! wait panathuku palan!!! Theriiii <3 ayooo thalaivaaaa masssssssssss <3,Not_offensive,88,11
Liked it. (But Kola pasila irukaram:/ Ean da ipidi panreenga? Shooting Spot la Sapadu kuduka mateengala?),Not_offensive,106,17
Bigil record panniruchuna mudikithe poogenum aprm enna pudungerathuku inge vanthu comment poduringe...anil kunju aalaparaigal..,Offensive_Untargetede,127,14
Kekka bekka short film supera irku,Not_offensive,34,6
"Echa payalunga thiruma saiko Ranjith echa arasiyal panranga ponungala yemathuravanga mugathirai kilikum vilipunarvaga intha, Padam irukum nambugiraen",Offensive_Untargetede,150,18
ஏய் இது 96... யார ஏமாத்துற???,Not_offensive,30,6
சும்மா அள்ளுது... தலைவா லவ் யூ..!!! செம்ம... <3 <3 <3 <3,Not_offensive,59,10
Arun vijay bro kaga paathen vera level performance irukku,Not_offensive,57,9
G O D F A T H E R,Not_offensive,18,9
இந்த திரைப்படம் சமுதாயத்தில் ஒரு மாற்றத்தை ஏற்படுத்தும் இயக்குனர் மோகன் அண்ணனிடமிருந்து மேலும் திரைப்படங்களை எதிர்பார்க்கிறோம்,Not_offensive,127,12
Thala endral mass gethu vera level simplicity.,Not_offensive,46,7
Real life HERO SIVAKARTHIKEYAN.. ippo Reel life la yum HERO aagitaaru,Not_offensive,69,11
Phaa... Ithukey ipdinaaaa... Namba thalapathy ku epdi irukummmmm... Verithano verrithanooo,Not_offensive,90,10
Vandha rajavatha varuven- rajavukku nooru dosthe,Not_offensive,48,6
Asai Nayagan kadhal Mannan ultimate star.,Not_offensive,42,7
Viswasam traileraa pathutu petta trailer pakka vanthavanga like podu,Not_offensive,69,9
Tun Tun ஆண்ட்டி kku லட்டு அம்மா க்கு இட்லி,Not_offensive,42,8
0:47 goosebumps bgm thala + yuvan,Not_offensive,33,6
Bigil Fans Thalapathy Veriyans Hit Like,Not_offensive,39,6
அவனுங்க எடுக்குர படத்தை நாமலும் பார்த்து பாரட்டுரோம்... நம்ம படத்த அவனுங்க எதிர்கிராங்கனா அவனுங்க உன்மையன செயலை வெளிகொண்டுவந்ததனால ஒத்தா கொடையுது அவனுங்கலுக்கு...,Offensive_Targeted_Insult_Other,165,17
2. 0 movie fans Like button Like now,Not_offensive,37,8
"பொன்னியின் செல்வன் கதாபாத்திரங்களோடு ஒரு சில கதாபாத்திரங்கள் ஒத்து போவது போல் தெரிகிறது.. பொன்னியின் செல்வனில் வரும் சூழ்ச்சிகள், குரோதம், எதிர்பார்ப்பு, சாகசம் எல்லாம் வேறு வடிவத்தில் மணி அவர்கள் கொடுத்திருப்பார் என்றே நம்புகிறோம்.. வாழ்த்துக்கள் இந்த வெற்றி கூட்டணிக்கு...",Not_offensive,282,35
Kevelamana kevalam... al vijay sir ungaluku ellam eppadi udanudaney padam kedaikuthu...,Offensive_Targeted_Insult_Individual,87,11
